UNIQUEID,DISBURSED_AMOUNT,ASSET_COST,LTV,BRANCH_ID,SUPPLIER_ID,MANUFACTURER_ID,CURRENT_PINCODE_ID,DATE_OF_BIRTH,EMPLOYMENT_TYPE,DISBURSAL_DATE,STATE_ID,EMPLOYEE_CODE_ID,MOBILENO_AVL_FLAG,AADHAR_FLAG,PAN_FLAG,VOTERID_FLAG,DRIVING_FLAG,PASSPORT_FLAG,PERFORM_CNS_SCORE,PERFORM_CNS_SCORE_DESCRIPTION,PRI_NO_OF_ACCTS,PRI_ACTIVE_ACCTS,PRI_OVERDUE_ACCTS,PRI_CURRENT_BALANCE,PRI_SANCTIONED_AMOUNT,PRI_DISBURSED_AMOUNT,SEC_NO_OF_ACCTS,SEC_ACTIVE_ACCTS,SEC_OVERDUE_ACCTS,SEC_CURRENT_BALANCE,SEC_SANCTIONED_AMOUNT,SEC_DISBURSED_AMOUNT,PRIMARY_INSTAL_AMT,SEC_INSTAL_AMT,NEW_ACCTS_IN_LAST_SIX_MONTHS,DELINQUENT_ACCTS_IN_LAST_SIX_MONTHS,AVERAGE_ACCT_AGE,CREDIT_HISTORY_LENGTH,NO_OF_INQUIRIES,LOAN_DEFAULT
478080,44575,59540,78.94,78,17014,45,2101,01.01.1990,Salaried,30.08.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
628799,49973,63306,84.51,78,17014,45,2069,24.05.1993,Salaried,27.10.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
446991,45769,66365,72.33,78,17014,45,2102,03.04.1980,Salaried,18.08.2018,4,1646,1,1,0,0,0,0,841,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3yrs 8mon,4yrs 2mon,0,0
593737,51653,63306,86.88,78,17014,45,2071,01.01.1978,Salaried,21.10.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
426952,46809,59313,80.93,78,17014,45,2071,01.01.1989,Salaried,08.08.2018,4,1646,1,1,0,0,0,0,763,B-Very Low Risk,1,1,0,3391,25000,25000,0,0,0,0,0,0,1350,0,0,0,1yrs 10mon,1yrs 10mon,0,1
524703,41670,59313,74.18,78,17014,45,2071,01.01.1979,Salaried,21.09.2018,4,1646,1,1,0,0,0,0,656,F-Low Risk,17,3,0,1002630,1028000,1028000,0,0,0,0,0,0,23951,0,1,0,0yrs 10mon,2yrs 1mon,0,1
558504,48693,62577,81.5,78,17014,45,2071,01.01.1976,Salaried,05.10.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
644762,51428,63306,86.88,78,17014,45,2071,01.01.1983,Salaried,30.10.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
607849,54273,69067,83.98,78,17014,45,2102,01.01.1990,Self employed,23.10.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
616967,51428,63306,86.88,78,17014,45,2099,01.01.1978,Self employed,25.10.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
426914,45769,59313,80.93,78,17014,45,2099,01.01.1967,Self employed,08.08.2018,4,1646,1,1,0,0,0,0,836,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,2460,0,0,0,2yrs 3mon,2yrs 3mon,0,0
597017,42969,63840,72.06,78,17014,45,2101,19.11.1988,Salaried,22.10.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
644765,48258,63896,80.6,78,17014,45,2078,01.01.1994,Salaried,30.10.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
584591,47650,62577,79.74,78,17014,45,2071,01.01.1991,Salaried,17.10.2018,4,1646,1,1,0,0,0,0,763,B-Very Low Risk,2,1,0,1352,15000,15000,0,0,0,0,0,0,7460,0,0,0,1yrs 5mon,1yrs 11mon,1,0
566279,42690,63000,69.84,78,17014,45,2060,01.01.1989,Salaried,10.10.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
437494,41854,59300,74.2,78,17014,45,2103,01.01.1969,Salaried,14.08.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
529487,46759,62577,78.3,78,17014,45,2071,01.01.1972,Salaried,23.09.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
628750,48433,63896,80.15,78,17014,45,2079,22.09.1980,Salaried,27.10.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
440053,46555,59313,82.61,78,17014,45,2101,01.01.1981,Salaried,16.08.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
427136,48699,59313,84.13,78,17014,45,2094,05.05.1995,Salaried,08.08.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
457531,49250,65269,77.37,78,17014,45,2095,01.01.1988,Salaried,23.08.2018,4,1646,1,1,0,0,0,0,653,F-Low Risk,1,1,0,27537,28196,28196,0,0,0,0,0,0,0,0,0,0,0yrs 7mon,0yrs 7mon,0,1
449156,34959,60410,59.59,78,17014,45,2059,01.01.1987,Salaried,20.08.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
484277,43090,64800,70.22,78,17014,45,2075,01.06.1984,Salaried,31.08.2018,4,1646,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,45500,45500,45500,0,0,0,0,0,0,0,0,1,0,0yrs 0mon,0yrs 0mon,0,0
460472,28084,63720,45.51,78,17014,45,2092,01.01.1977,Salaried,24.08.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
547112,49683,62577,83.1,78,17014,45,2099,01.01.1998,,29.09.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
476624,50673,65269,81.2,78,17014,45,2099,01.01.1972,Salaried,30.08.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
606032,38164,63896,64.17,78,17014,45,2099,01.03.1983,Salaried,23.10.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
514635,50673,62577,84.7,78,17014,45,2079,01.01.1962,Salaried,18.09.2018,4,1646,1,1,0,0,0,0,763,B-Very Low Risk,3,2,0,2681,15749,15749,0,0,0,0,0,0,0,0,2,0,0yrs 6mon,0yrs 10mon,0,0
647432,50458,63896,84.51,78,17014,45,2070,01.01.1977,Self employed,31.10.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
522196,49458,62577,83.1,78,17014,45,2099,01.01.1983,Salaried,20.09.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
527890,42874,63800,68.97,78,17014,45,2103,01.01.1996,Salaried,22.09.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
531676,49683,62577,83.1,78,17014,45,2099,06.05.1987,Salaried,24.09.2018,4,1646,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,21323,26000,26000,0,0,0,0,0,0,2856,0,1,0,0yrs 8mon,1yrs 0mon,1,1
449157,50743,63149,82.34,78,17014,45,2069,01.11.1991,Salaried,20.08.2018,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
437998,60213,84398,73.46,34,20700,48,971,09.09.1980,Salaried,14.08.2018,6,115,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
547900,54303,69542,79.09,34,15196,86,1051,18.03.1990,Salaried,29.09.2018,6,1863,1,1,0,0,0,0,427,K-High Risk,5,4,1,312718,677000,677000,0,0,0,0,0,0,12979,0,0,2,1yrs 10mon,3yrs 9mon,3,1
539350,49803,65368,77.25,34,15196,86,987,01.08.1986,Salaried,26.09.2018,6,1863,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,4164,0,0,0,0yrs 6mon,0yrs 6mon,0,1
598368,51403,65687,79.32,34,15196,86,992,11.11.1972,Self employed,22.10.2018,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
579393,60971,72657,85,34,15196,86,987,29.11.1988,Salaried,15.10.2018,6,1863,1,1,0,0,0,0,687,E-Low Risk,2,1,0,10000,42500,42500,0,0,0,0,0,0,2154,0,0,0,1yrs 10mon,3yrs 2mon,0,1
599491,45349,65368,70.37,34,15196,86,1067,01.01.1969,Salaried,22.10.2018,6,1863,1,1,0,0,0,0,825,A-Very Low Risk,2,1,0,33612,40000,40000,0,0,0,0,0,0,3740,0,0,0,1yrs 2mon,1yrs 11mon,0,0
468999,36439,61865,59.81,34,15196,86,986,17.05.1991,Self employed,28.08.2018,6,1863,1,0,0,1,0,0,743,C-Very Low Risk,3,1,0,13785,56173,56173,0,0,0,0,0,0,4020,0,0,0,2yrs 1mon,5yrs 1mon,0,0
508841,51078,65368,79.55,34,15196,86,1051,30.01.1986,Self employed,15.09.2018,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
629049,74951,102945,74.02,34,23069,51,1051,01.08.1990,Self employed,27.10.2018,6,1863,1,1,0,0,0,0,783,B-Very Low Risk,2,1,0,21480,201381,201381,0,0,0,0,0,0,0,0,0,0,2yrs 8mon,2yrs 9mon,0,0
579405,58259,66068,89.3,34,15196,86,1062,15.09.1984,Self employed,15.10.2018,6,1863,1,1,0,0,0,0,733,D-Very Low Risk,7,4,0,196020,259363,259363,0,0,0,0,0,0,26627,0,2,0,1yrs 2mon,4yrs 3mon,0,0
440431,52303,66310,79.93,34,15196,86,996,01.01.1979,Self employed,16.08.2018,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
633425,46349,65687,71.55,34,15196,86,995,20.11.1973,Salaried,28.10.2018,6,1863,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,5470,5470,5470,0,0,0,0,0,0,954,0,1,0,0yrs 0mon,0yrs 0mon,1,0
461951,51303,65060,79.93,34,15196,86,978,12.04.1972,Salaried,24.08.2018,6,1863,1,0,0,1,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0yrs 6mon,0yrs 6mon,0,0
451472,51078,65310,79.62,34,15196,86,987,08.08.1985,Salaried,20.08.2018,6,1863,1,1,0,0,0,0,708,D-Very Low Risk,5,4,0,46481,99090,99090,0,0,0,0,0,0,7210,0,0,0,0yrs 9mon,1yrs 0mon,1,1
598830,58259,65687,89.82,34,15196,86,1051,07.12.1982,Salaried,22.10.2018,6,1863,1,1,0,0,0,0,772,B-Very Low Risk,8,4,0,3259073,3610215,3587762,0,0,0,0,0,0,30113,0,2,0,1yrs 5mon,6yrs 9mon,3,0
527969,52003,68695,76.72,34,15196,86,989,30.10.1984,Salaried,22.09.2018,6,1863,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,8455,14500,14500,0,0,0,0,0,0,1209,0,1,0,0yrs 0mon,0yrs 0mon,0,0
501429,49349,65368,76.49,34,15196,86,978,22.08.1978,Self employed,12.09.2018,6,1863,1,1,0,0,0,0,708,D-Very Low Risk,6,4,0,13438,48579,48579,0,0,0,0,0,0,2785,0,1,0,0yrs 7mon,1yrs 1mon,0,0
504753,55567,66252,84.99,34,15196,86,1074,12.12.1996,Salaried,14.09.2018,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
479174,40094,61865,65.79,34,15196,86,995,14.12.1974,Self employed,30.08.2018,6,1863,1,1,0,0,0,0,650,G-Low Risk,9,6,3,20196,351003,285648,0,0,0,0,0,0,0,0,2,1,3yrs 0mon,11yrs 0mon,0,0
651297,55259,65937,84.93,34,15196,86,1051,05.09.1976,Salaried,31.10.2018,6,1863,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1475,0,0,0,0yrs 9mon,0yrs 9mon,0,0
488655,40394,65368,62.72,34,15196,86,992,04.05.1996,Salaried,04.09.2018,6,1863,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,2,2,1,1171994,1690000,1690000,1090,9382,0,0,3yrs 1mon,5yrs 0mon,0,0
436187,52303,62365,84.98,34,15196,86,1067,01.01.1982,Self employed,13.08.2018,6,1863,1,1,0,0,0,0,342,L-Very High Risk,5,4,1,1147365,1163250,1163250,0,0,0,0,0,0,13050,0,2,0,0yrs 9mon,1yrs 7mon,1,0
539017,40094,65368,62.26,34,15196,86,992,23.03.1994,Salaried,26.09.2018,6,1863,1,1,0,0,0,0,680,F-Low Risk,4,4,0,42063,66950,66950,0,0,0,0,0,0,4037,0,3,0,0yrs 2mon,0yrs 9mon,0,0
426993,50303,67099,76.01,34,15196,86,992,18.12.1993,Self employed,08.08.2018,6,1863,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,3,3,1,7960,38950,7960,0,0,0,0,0,0,1464,0,2,1,0yrs 8mon,2yrs 1mon,1,1
445234,53578,68870,79.13,34,15196,86,992,01.06.1976,Self employed,17.08.2018,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
632900,52303,68695,77.15,34,15196,86,998,29.05.1993,Self employed,28.10.2018,6,1863,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,1,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0yrs 6mon,0yrs 6mon,0,0
599286,58259,65687,89.82,34,15196,86,1067,01.06.1983,Self employed,22.10.2018,6,1863,1,1,0,0,0,0,836,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,2597,0,0,0,1yrs 10mon,1yrs 11mon,0,0
484275,54305,64760,85,34,15196,86,1050,09.06.1970,Self employed,31.08.2018,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
470009,48835,61865,79.99,34,15196,86,992,26.01.1996,Self employed,28.08.2018,6,1863,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
461600,56059,63349,89.66,34,15196,86,1051,19.06.1985,Salaried,24.08.2018,6,1863,1,0,0,1,0,0,676,F-Low Risk,2,1,0,0,4968,4968,0,0,0,0,0,0,0,0,0,0,2yrs 9mon,2yrs 11mon,0,0
524071,50303,64651,78.89,34,21081,45,1051,28.06.1988,Salaried,21.09.2018,6,1863,1,1,0,0,0,0,548,J-High Risk,3,2,1,30206,99100,105564,1,1,0,0,40000,361,2315,0,1,1,1yrs 5mon,2yrs 9mon,0,0
579615,42394,77968,55.15,34,15196,86,1051,22.11.1993,Self employed,15.10.2018,6,1863,1,1,0,0,0,0,429,K-High Risk,5,1,1,22075,45000,34589,0,0,0,0,0,0,0,0,0,0,0yrs 8mon,1yrs 0mon,0,0
503543,57759,65368,89.49,34,15196,86,1051,28.09.1979,Self employed,14.09.2018,6,1863,1,1,0,0,0,0,597,I-Medium Risk,5,5,1,476937,644797,644797,0,0,0,0,0,0,0,0,4,0,0yrs 5mon,1yrs 10mon,0,0
600177,54078,65197,84.36,34,15196,86,1043,01.05.1965,Salaried,22.10.2018,6,1863,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
596040,41094,57782,72.17,34,15196,86,992,18.10.1983,Self employed,21.10.2018,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
451694,35939,61865,59,34,15196,86,1051,01.06.1957,Self employed,21.08.2018,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
477704,54003,64389,84.95,34,15196,86,992,05.09.1987,Self employed,30.08.2018,6,1863,1,1,0,0,0,0,663,F-Low Risk,5,3,0,192520,555613,507644,0,0,0,0,0,0,4671,0,0,0,2yrs 8mon,3yrs 2mon,0,0
437939,27229,61865,44.77,34,15196,86,992,10.04.1991,Salaried,14.08.2018,6,1863,1,1,0,0,0,0,667,F-Low Risk,4,3,0,4340,31809,31809,0,0,0,0,0,0,0,0,1,0,0yrs 6mon,0yrs 11mon,0,0
422738,51078,65203,79.75,34,15196,86,971,12.09.1974,Salaried,06.08.2018,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
601384,49349,65690,76.12,34,15196,86,1060,03.06.1978,Self employed,22.10.2018,6,1863,1,1,0,0,0,0,792,B-Very Low Risk,3,2,0,974963,1260000,1260000,0,0,0,0,0,0,19740,0,0,0,7yrs 3mon,11yrs 2mon,0,0
463091,51303,65249,79.69,34,15196,86,987,01.06.1978,Salaried,25.08.2018,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,1
474338,44749,61865,73.39,34,15196,86,992,10.07.1976,Self employed,29.08.2018,6,1863,1,1,0,0,0,0,792,B-Very Low Risk,10,2,0,1420891,1776733,1776733,0,0,0,0,0,0,31311,0,0,0,2yrs 3mon,4yrs 1mon,0,0
492350,47049,65215,73.14,34,15196,86,992,09.10.1985,Salaried,06.09.2018,6,1863,1,1,0,0,0,0,763,B-Very Low Risk,2,2,0,5420,35271,35271,0,0,0,0,0,0,3847,0,1,0,0yrs 10mon,1yrs 4mon,4,0
474531,43394,66068,66.6,34,15196,86,1067,14.01.1993,Self employed,29.08.2018,6,1863,1,1,0,0,0,0,707,D-Very Low Risk,10,5,0,145434,180522,180522,0,0,0,0,0,0,19485,0,4,0,0yrs 4mon,0yrs 9mon,1,0
472917,53803,68245,79.86,34,15196,86,987,01.09.1989,Self employed,29.08.2018,6,1863,1,1,0,0,0,0,763,B-Very Low Risk,1,1,0,1200,13900,13900,0,0,0,0,0,0,2317,0,0,0,0yrs 7mon,0yrs 7mon,0,1
492345,38439,65215,59.8,34,15196,86,978,15.08.1985,Salaried,06.09.2018,6,1863,1,1,0,0,0,0,749,C-Very Low Risk,4,3,0,37855,90026,90026,0,0,0,0,0,0,5721,0,1,0,2yrs 0mon,4yrs 9mon,0,0
493571,48349,65368,74.96,34,15196,86,1060,12.04.1965,Self employed,06.09.2018,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
500948,54759,65368,84.9,34,15196,86,995,26.10.1977,Self employed,12.09.2018,6,1863,1,1,0,0,0,0,798,B-Very Low Risk,10,6,0,741288,1299454,1102429,0,0,0,0,0,0,0,0,0,0,4yrs 4mon,12yrs 11mon,0,0
492156,73723,99500,74.97,34,23069,51,1051,11.02.1977,Self employed,06.09.2018,6,1863,1,1,0,0,0,0,772,B-Very Low Risk,2,1,0,820301,900000,900000,0,0,0,0,0,0,3000,0,0,0,1yrs 3mon,2yrs 1mon,0,0
540974,40394,69498,58.99,34,15196,86,1067,12.08.1984,Self employed,27.09.2018,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
645956,56013,65687,86.78,34,15196,86,1065,21.07.1977,Self employed,31.10.2018,6,1863,1,1,0,0,0,0,762,B-Very Low Risk,13,2,0,881713,1115000,1115000,0,0,0,0,0,0,3722,0,0,0,1yrs 4mon,3yrs 7mon,0,0
504787,46349,62465,75.24,34,21081,45,1062,10.03.1995,Self employed,14.09.2018,6,1863,1,0,0,1,0,0,738,C-Very Low Risk,1,1,0,24900,50000,50000,0,0,0,0,0,0,0,0,0,0,1yrs 2mon,1yrs 2mon,0,0
594419,56959,68695,83.99,34,15196,86,1063,18.04.1968,Self employed,21.10.2018,6,1863,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 0mon,1yrs 0mon,0,0
574161,58259,66068,89.3,34,15196,86,978,01.01.1974,Self employed,13.10.2018,6,1863,1,1,0,0,0,0,738,C-Very Low Risk,3,1,0,7493,14990,14990,0,0,0,0,0,0,0,0,1,0,0yrs 9mon,1yrs 1mon,0,0
599406,53878,68601,79.88,34,15196,86,1030,08.03.1988,Self employed,22.10.2018,6,1863,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
451780,42394,61917,69.45,34,15196,86,992,03.03.1990,Self employed,21.08.2018,6,1863,1,1,0,0,0,0,606,H-Medium Risk,12,7,1,1074066,1353681,1341560,0,0,0,0,0,0,1565,0,4,1,0yrs 10mon,2yrs 2mon,0,1
450522,51303,65251,79.69,34,15196,86,988,26.11.1987,Salaried,20.08.2018,6,1863,1,1,0,0,0,0,836,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,2yrs 5mon,2yrs 5mon,0,0
521998,74122,103060,72.77,34,15196,86,974,01.12.1963,Self employed,20.09.2018,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
542701,54576,65368,85,34,15196,86,992,29.03.1972,Salaried,27.09.2018,6,1863,1,1,0,0,0,0,681,E-Low Risk,3,3,0,8710,27154,27154,0,0,0,0,0,0,1910,0,1,0,0yrs 7mon,0yrs 10mon,1,0
501093,52303,66552,79.64,34,15196,86,1051,08.02.1960,Self employed,12.09.2018,6,1863,1,0,0,1,0,0,830,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2yrs 5mon,2yrs 5mon,0,0
417430,49049,64217,77.39,34,15196,86,1050,10.03.1982,Self employed,01.08.2018,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
623357,46349,65687,71.55,34,15196,86,1067,01.01.1980,Self employed,26.10.2018,6,1863,1,0,0,1,0,0,825,A-Very Low Risk,4,0,0,0,0,0,0,0,0,0,0,0,4592,0,0,0,0yrs 6mon,0yrs 7mon,0,0
598020,51003,65687,78.71,34,15196,86,992,01.04.1981,Self employed,22.10.2018,6,1863,1,1,0,0,0,0,738,C-Very Low Risk,2,2,0,13163,31251,31251,0,0,0,0,0,0,0,0,2,0,0yrs 3mon,0yrs 3mon,0,0
599250,53078,65687,82.21,34,15196,86,1050,20.05.1967,Salaried,22.10.2018,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
599551,51303,67714,76.79,34,15196,86,1051,13.06.1993,Salaried,22.10.2018,6,1863,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,5556,0,0,0,1yrs 0mon,1yrs 3mon,0,0
472883,35939,61865,59,34,15196,86,1051,18.08.1992,Self employed,29.08.2018,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
596745,56259,67714,84.18,34,15196,86,1051,10.12.1992,Self employed,21.10.2018,6,1863,1,1,0,0,0,0,684,E-Low Risk,3,1,0,13000,13000,13000,0,0,0,0,0,0,3286,0,1,0,0yrs 4mon,0yrs 6mon,0,1
441603,53853,66068,82.57,34,15196,86,995,13.02.1955,Self employed,16.08.2018,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
580403,56759,65687,87.54,34,15196,86,1051,05.06.1986,Salaried,15.10.2018,6,1863,1,1,0,0,0,0,749,C-Very Low Risk,3,1,0,30847,35000,35000,0,0,0,0,0,0,3070,0,0,0,1yrs 1mon,2yrs 3mon,0,0
594727,50003,65687,77.18,34,15196,86,992,21.03.1976,Self employed,21.10.2018,6,1863,1,0,0,1,0,0,825,A-Very Low Risk,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 9mon,0yrs 10mon,0,0
610853,50303,65368,78.02,34,15196,86,1051,22.12.1984,Self employed,24.10.2018,6,1863,1,1,0,0,0,0,686,E-Low Risk,14,4,0,653544,2036523,1782141,0,0,0,0,0,0,29286,0,0,1,1yrs 8mon,5yrs 0mon,0,0
644276,43394,57782,76.15,34,15196,86,1063,01.01.1976,Salaried,30.10.2018,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
501382,57959,69819,84.07,34,15196,86,1030,01.01.1970,Self employed,12.09.2018,6,1863,1,1,0,0,0,0,300,M-Very High Risk,4,2,1,1882,344000,344000,0,0,0,0,0,0,73263,0,0,0,3yrs 4mon,6yrs 6mon,0,1
